,KO,difference.deter.stocha,cat
9973,K13582,2.56499598,Others
9974,K00634,2.56725303,Others
9975,K25557,2.56725303,Others
9976,K09684,2.570074341,Others
9977,K08720,2.572472459,Others
9978,K11931,2.573883108,Others
9979,K08358,2.57487057,Others
9980,K04043,2.57896148,Others
9981,K16329,2.579525737,Others
9982,K16922,2.579525737,Others
9983,K13637,2.583757706,Others
9984,K19185,2.583757706,Cofactor & Vitamin
9985,K07670,2.585168362,Others
9986,K11443,2.58770754,Others
9987,K05740,2.587989674,Others
9988,K16841,2.587989674,Others
9989,K16915,2.587989674,Others
9990,K02601,2.59969812,Others
9991,K21401,2.60124984,Others
9992,K08566,2.607315662,Others
9993,K06445,2.61634387,Others
9994,K03408,2.61648493,Others
9995,K10260,2.616767058,Others
9996,K06584,2.618177715,Others
9997,K16842,2.619588371,Others
9998,K05815,2.620999027,Others
9999,K18232,2.626641651,Others
10000,K02851,2.63016829,Others
10001,K09955,2.636093047,Others
10002,K02439,2.63764476,Others
10003,K25518,2.644556983,Others
10004,K01520,2.64624977,Others
10005,K12426,2.652597723,Others
10006,K00355,2.655419036,Others
10007,K08311,2.65598329,Others
10008,K05695,2.656829692,Others
10009,K09695,2.6592278,Others
10010,K10713,2.662472316,Others
10011,K06409,2.66487043,Others
10012,K07251,2.67291118,Others
10013,K03834,2.678976992,Others
10014,K21552,2.678976992,Others
10015,K18911,2.68010552,Others
10016,K00441,2.692660357,Others
10017,K11717,2.69350675,Others
10018,K11384,2.694071012,Others
10019,K18545,2.699713637,Others
10020,K07199,2.701124293,Others
10021,K18362,2.701124293,Others
10022,K20758,2.701124293,Others
10023,K00320,2.70309921,Others
10024,K24698,2.704933068,Others
10025,K00217,2.713397001,Others
10026,K10907,2.71678257,Others
10027,K24671,2.71762897,Others
10028,K06961,2.720450281,Others
10029,K01023,2.731312333,Others
10030,K17222,2.731312333,Sulfur
10031,K19243,2.734133646,Carbon
10032,K14471,2.738365613,Carbon
10033,K16697,2.74936873,Others
10034,K13039,2.75303643,Others
10035,K06222,2.753459634,Others
10036,K14165,2.754870291,Others
10037,K07653,2.756280946,Others
10038,K00309,2.757691602,Others
10039,K18105,2.757691602,Others
10040,K24712,2.764321686,Others
10041,K00066,2.769964311,Others
10042,K11173,2.793522267,Others
10043,K21687,2.794932923,Others
10044,K06476,2.812848256,Others
10045,K02922,2.814258912,Others
10046,K06932,2.814258912,Others
10047,K22901,2.814258912,Others
10048,K23842,2.814258912,Others
10049,K09744,2.830763588,Others
10050,K16844,2.830763588,Others
10051,K22958,2.830763588,Others
10052,K13894,2.83555982,Others
10053,K15635,2.84077925,Carbon
10054,K00163,2.8512181,Carbon
10055,K23075,2.851500233,Others
10056,K03802,2.862362284,Others
10057,K15777,2.863772941,Others
10058,K11948,2.868004909,Others
10059,K15600,2.869415566,Others
10060,K10912,2.874634988,Others
10061,K16173,2.878866961,Others
10062,K09709,2.88831836,Carbon
10063,K21131,2.888741553,Others
10064,K03387,2.893960978,Others
10065,K22063,2.895371638,Others
10066,K21211,2.898192949,Others
10067,K09817,2.90157852,Others
10068,K24985,2.906656886,Others
10069,K01247,2.90679795,Others
10070,K04479,2.908067542,Others
10071,K00868,2.923161562,Others
10072,K09740,2.924572218,Others
10073,K18453,2.924572218,Others
10074,K23977,2.924572218,Others
10075,K18674,2.925982874,Others
10076,K16785,2.928380989,Others
10077,K19285,2.934023614,Others
10078,K00523,2.93783238,Others
10079,K03712,2.94347501,Others
10080,K17570,2.953349603,Others
10081,K14085,2.95433707,Others
10082,K14067,2.961813539,Others
10083,K13895,2.96660977,Others
10084,K21725,2.981139528,Others
10085,K00043,2.982550184,Others
10086,K03975,2.98551256,Others
10087,K18233,2.989180268,Others
10088,K00598,2.98974453,Others
10089,K00853,2.99200158,Others
10090,K02056,2.994822892,Others
10091,K07978,2.994822892,Others
10092,K13591,2.999054861,Others
10093,K13431,3.001876173,Others
10094,K19867,3.001876173,Others
10095,K13953,3.00244044,Others
10096,K06045,3.01189183,Others
10097,K09163,3.01414888,Others
10098,K01446,3.015559537,Others
10099,K00410,3.01795765,ATP
10100,K04940,3.019791505,Others
10101,K03201,3.05562217,Others
10102,K09711,3.057032826,Others
10103,K07037,3.06098266,Others
10104,K16704,3.066484222,Others
10105,K11711,3.067894878,Others
10106,K06139,3.081578238,Others
10107,K09123,3.088631523,Others
10108,K07469,3.091452834,Others
10109,K23462,3.091452834,Others
10110,K02894,3.095684803,Others
10111,K06963,3.095684803,Others
10112,K14645,3.10612365,Others
10113,K15546,3.107957511,Others
10114,K02670,3.10894497,Others
10115,K10764,3.12121768,Others
10116,K02664,3.12657817,Others
10117,K02381,3.127283499,Others
10118,K01816,3.12827096,Others
10119,K21606,3.138145547,Others
10120,K03855,3.145198832,Others
10121,K12448,3.15944646,Others
10122,K21679,3.160292853,Others
10123,K07742,3.16692293,Others
10124,K15054,3.167346133,Others
10125,K00455,3.168756789,Carbon
10126,K03418,3.168756789,Others
10127,K16877,3.168756789,Others
10128,K18613,3.168756789,Others
10129,K07535,3.173976218,Others
10130,K04098,3.188082778,Others
10131,K07254,3.189493433,Others
10132,K21417,3.19146835,Others
10133,K01193,3.22109213,Others
10134,K02999,3.226734754,Others
10135,K07150,3.244650087,Others
10136,K01273,3.24521435,Others
10137,K09007,3.26073156,Cofactor & Vitamin
10138,K15383,3.26355288,Others
10139,K18361,3.263976075,Others
10140,K07182,3.26792591,Others
10141,K00235,3.28245567,Carbon
10142,K02941,3.283302064,Others
10143,K04103,3.29275346,Others
10144,K10202,3.301217396,Others
10145,K15525,3.301217396,Others
10146,K02672,3.30939921,Others
10147,K02058,3.313490104,Others
10148,K17836,3.31729887,Others
10149,K15510,3.319132729,Others
10150,K17108,3.319132729,Others
10151,K07794,3.324352158,Others
10152,K03417,3.32914839,Others
10153,K21003,3.332816093,Others
10154,K07749,3.33902298,Others
10155,K02291,3.34607626,Others
10156,K02569,3.347910113,Others
10157,K23684,3.34946183,Others
10158,K10709,3.350731425,Others
10159,K06034,3.35312954,Others
10160,K09014,3.35482233,Others
10161,K12152,3.354963394,Others
10162,K06487,3.35637405,Others
10163,K09882,3.37062167,Cofactor & Vitamin
10164,K21265,3.37146807,Others
10165,K16846,3.375700038,Others
10166,K02402,3.377110694,Others
10167,K07060,3.377110694,Others
10168,K07721,3.377110694,Others
10169,K08975,3.377110694,Others
10170,K12845,3.377110694,Others
10171,K14538,3.377110694,Others
10172,K08978,3.380919468,Others
10173,K07131,3.38472824,Others
10174,K18289,3.385151434,Others
10175,K02867,3.38740848,Others
10176,K02054,3.387972746,Others
10177,K07457,3.39982226,Others
10178,K12543,3.400245458,Others
10179,K13990,3.400245458,Others
10180,K01478,3.404477422,Others
10181,K07669,3.404477422,Others
10182,K23300,3.410120046,Others
10183,K09574,3.414352015,Others
10184,K23349,3.41914825,Others
10185,K01999,3.42027677,Others
10186,K11005,3.422392755,Others
10187,K17230,3.42902284,Others
10188,K01781,3.432267348,Others
10189,K03148,3.444540056,Cofactor & Vitamin
10190,K16555,3.445950711,Others
10191,K02651,3.45074694,Others
10192,K02262,3.45117014,ATP
10193,K07463,3.451593336,Others
10194,K22082,3.463866044,Others
10195,K05994,3.4652767,Others
10196,K03430,3.46866227,Others
10197,K02256,3.469508669,ATP
10198,K05363,3.47049613,Others
10199,K15449,3.470919325,Others
10200,K01474,3.47952433,Others
10201,K07069,3.483192032,Others
10202,K15598,3.486013345,Others
10203,K07499,3.49363089,Others
10204,K03609,3.494054088,Others
10205,K05846,3.50209482,Others
10206,K04107,3.50674999,Others
10207,K06994,3.50674999,Others
10208,K01001,3.508160645,Others
10209,K05814,3.520433354,Others
10210,K05797,3.523254666,Others
10211,K03199,3.524665321,Others
10212,K16845,3.526075978,Others
10213,K24986,3.526075978,Others
10214,K22223,3.534116717,Others
10215,K07028,3.54215746,Others
10216,K04659,3.55160886,Others
10217,K07120,3.556264019,Others
10218,K02978,3.564727955,Others
10219,K07583,3.564727955,Others
10220,K00966,3.57516681,Carbon
10221,K07399,3.57939878,Others
10222,K00835,3.581232631,Others
10223,K05576,3.581232631,ATP
10224,K01899,3.586452058,Carbon
10225,K23463,3.586452058,Others
10226,K13771,3.59590345,Others
10227,K10977,3.597737307,Others
10228,K23167,3.599147964,Others
10229,K00769,3.60055862,Others
10230,K07722,3.60154608,Others
10231,K22314,3.601969276,Others
10232,K12984,3.60972789,Others
10233,K09157,3.61565264,Others
10234,K07642,3.61903821,Others
10235,K01581,3.623693379,Others
10236,K09120,3.633567972,Others
10237,K06208,3.639210597,Carbon
10238,K18845,3.639210597,Others
10239,K03936,3.641608709,ATP
10240,K01561,3.648661992,Others
10241,K00261,3.64880306,Carbon
10242,K20885,3.64964945,Others
10243,K09119,3.658536585,Others
10244,K20907,3.658536585,Others
10245,K01356,3.65980618,Others
10246,K09779,3.670809293,Others
10247,K04102,3.67221995,Others
10248,K15495,3.69436725,Others
10249,K03128,3.695777906,Others
10250,K10915,3.695777906,Others
10251,K18209,3.702407987,Carbon
10252,K23755,3.703818646,Others
10253,K02057,3.709461271,Others
10254,K13530,3.712282582,Others
10255,K04025,3.733019227,Others
10256,K18123,3.746702591,Others
10257,K00315,3.75051136,Others
10258,K19422,3.75093456,Others
10259,K20468,3.75093456,Others
10260,K21163,3.75093456,Others
10261,K02960,3.752345216,Others
10262,K18955,3.752345216,Others
10263,K06125,3.753332679,Cofactor & Vitamin
10264,K01715,3.7544612,Others
10265,K01534,3.76560538,Others
10266,K08256,3.785354568,Others
10267,K01026,3.786765225,Others
10268,K14164,3.786765225,Others
10269,K13686,3.789586537,Others
10270,K13955,3.790574,Others
10271,K00772,3.79353638,Others
10272,K01485,3.800448588,Others
10273,K16153,3.8028467,Carbon
10274,K12962,3.804680557,Others
10275,K04117,3.80750187,Others
10276,K03390,3.819774577,Others
10277,K02507,3.825417201,Others
10278,K08166,3.82640466,Others
10279,K02484,3.833457937,Others
10280,K09132,3.84149868,Others
10281,K05027,3.841921878,Others
10282,K12212,3.84474319,Others
10283,K15496,3.84474319,Others
10284,K22336,3.846153846,Others
10285,K23255,3.846153846,Others
10286,K21833,3.847141309,Others
10287,K04061,3.85095008,Others
10288,K17227,3.859837211,Sulfur
10289,K14084,3.872109916,Others
10290,K02063,3.877752543,Others
10291,K02204,3.87789361,Others
10292,K07226,3.87874,Others
10293,K00413,3.87972746,ATP
10294,K09771,3.88015066,Others
10295,K07500,3.883395167,Others
10296,K18814,3.89312869,Others
10297,K20757,3.898489187,Others
10298,K06883,3.899899843,Others
10299,K00763,3.91132616,Others
10300,K03543,3.92162395,Others
10301,K07667,3.925855918,Others
10302,K06023,3.92599698,Others
10303,K16436,3.927266567,Others
10304,K02128,3.928677228,ATP
10305,K22736,3.93065214,Others
10306,K02900,3.939962477,Others
10307,K15450,3.939962477,Others
10308,K13893,3.94334805,Others
10309,K01027,3.955056497,Others
10310,K16306,3.955056497,Carbon
10311,K07343,3.95703141,Others
10312,K09937,3.96972732,Others
10313,K02683,3.977203797,Others
10314,K03407,3.99864577,Others
10315,K02491,4.00612224,Others
10316,K05384,4.01359872,Others
10317,K02510,4.01500938,Others
10318,K00244,4.023896514,Carbon
10319,K05830,4.028128483,Others
10320,K18058,4.029539138,Others
10321,K13694,4.0305266,Others
10322,K00872,4.03151406,Others
10323,K09150,4.033771107,Others
10324,K20906,4.033771107,Others
10325,K02768,4.037579878,Others
10326,K11072,4.044633159,Others
10327,K13590,4.04477422,Others
10328,K22928,4.069601772,Others
10329,K06390,4.071012428,Others
10330,K03666,4.07256415,Others
10331,K18929,4.08243874,Others
10332,K02552,4.08568325,Cofactor & Vitamin
10333,K20997,4.08864563,Others
10334,K04517,4.09047948,Carbon
10335,K03710,4.096968496,Others
10336,K14647,4.10500924,Others
10337,K15515,4.106843093,Others
10338,K09388,4.116294486,Others
10339,K05831,4.126169081,Others
10340,K07163,4.127579737,Others
10341,K03446,4.14507187,Others
10342,K01458,4.149303838,Others
10343,K00683,4.15692138,Others
10344,K07695,4.196419755,Others
10345,K15234,4.199241067,Carbon
10346,K12663,4.215745743,Others
10347,K07752,4.217156399,Others
10348,K09787,4.221388368,Others
10349,K03886,4.226607797,ATP
10350,K00721,4.23154509,Others
10351,K05982,4.23182722,Others
10352,K10221,4.237893044,Others
10353,K15509,4.25439772,Others
10354,K04518,4.2573601,Carbon
10355,K05716,4.262438458,Others
10356,K03667,4.26314379,Others
10357,K16150,4.26314379,Carbon
10358,K06138,4.266670426,Others
10359,K13533,4.26822216,Others
10360,K07097,4.27188985,Others
10361,K13796,4.280353789,Others
10362,K11069,4.281764448,Others
10363,K11105,4.285996417,Others
10364,K02039,4.29460142,Others
10365,K01191,4.305322405,Others
10366,K07262,4.306733062,Others
10367,K13874,4.306733062,Others
10368,K12538,4.308143718,Others
10369,K01733,4.3098365,Others
10370,K05828,4.31096503,Others
10371,K08177,4.31152929,Others
10372,K11070,4.320416427,Others
10373,K21564,4.32704651,Others
10374,K01222,4.331701674,Others
10375,K03653,4.346795695,Others
10376,K23144,4.34877061,Others
10377,K00865,4.34919381,Others
10378,K17229,4.351027663,Others
10379,K00527,4.352438319,Others
10380,K00167,4.35300258,Others
10381,K14205,4.359068407,Others
10382,K05829,4.361889715,Others
10383,K14534,4.364711027,Carbon
10384,K17735,4.382626359,Others
10385,K06982,4.38967964,Cofactor & Vitamin
10386,K03568,4.3960276,Others
10387,K00313,4.400541692,Others
10388,K12529,4.407594973,Others
10389,K21688,4.409005629,Others
10390,K00662,4.439193669,Others
10391,K02055,4.451466377,Others
10392,K02982,4.47163876,Others
10393,K07401,4.47742245,Others
10394,K10914,4.48094909,Others
10395,K07219,4.48306507,Others
10396,K09722,4.48348827,Cofactor & Vitamin
10397,K03272,4.49082369,Others
10398,K13889,4.499992947,Others
10399,K01406,4.503801719,Others
10400,K01519,4.52157598,Others
10401,K10218,4.52411517,Others
10402,K08982,4.525949018,Others
10403,K07795,4.5325791,Others
10404,K03420,4.534412955,Others
10405,K06931,4.54005558,Others
10406,K25517,4.54005558,Others
10407,K25232,4.575886245,Others
10408,K12982,4.592390921,Others
10409,K02069,4.59394264,Others
10410,K21678,4.604663626,Others
10411,K22390,4.60988305,Others
10412,K07258,4.61848806,Others
10413,K01799,4.625400274,Cofactor & Vitamin
10414,K22131,4.646136919,Others
10415,K05827,4.647547575,Others
10416,K16857,4.666873563,Others
10417,K03337,4.67068233,Others
10418,K07092,4.676324958,Others
10419,K05921,4.680556927,Carbon
10420,K07793,4.68295504,Others
10421,K16881,4.69522775,Others
10422,K18478,4.70044717,Others
10423,K03926,4.70806472,Others
10424,K13993,4.72795497,Others
10425,K02379,4.73486719,Others
10426,K16648,4.739945549,Others
10427,K00610,4.744177517,Others
10428,K19670,4.74474178,Others
10429,K24672,4.745588173,Others
10430,K01779,4.74657563,Others
10431,K02029,4.74657563,Others
10432,K03598,4.76025899,Others
10433,K21472,4.76223391,Others
10434,K07222,4.771544247,Others
10435,K09883,4.77676367,Cofactor & Vitamin
10436,K07728,4.78424015,Others
10437,K20215,4.78424015,Others
10438,K07464,4.795102202,Others
10439,K18910,4.804553599,Others
10440,K09131,4.82261,Others
10441,K03780,4.85590148,Others
10442,K25142,4.85829959,Others
10443,K19156,4.86027451,Others
10444,K01039,4.866763536,Others
10445,K03660,4.866763536,Others
10446,K05826,4.891732145,Others
10447,K04562,4.89991395,Others
10448,K01818,4.906826165,Others
10449,K25503,4.91246879,Others
10450,K07151,4.913879445,Others
10451,K13276,4.91867568,Others
10452,K00305,4.921920187,Others
10453,K03206,4.92996092,Others
10454,K01473,4.93757847,Others
10455,K11383,4.9432211,Others
10456,K04109,4.960572166,Others
10457,K01721,4.97143421,Others
10458,K02236,4.988362087,Others
10459,K00571,5.01206111,Others
10460,K17081,5.033644147,Others
10461,K18539,5.039286772,Others
10462,K15599,5.040697428,Others
10463,K17717,5.043518741,Others
10464,K00590,5.050148828,Others
10465,K22477,5.077938749,Others
10466,K19802,5.08047793,Others
10467,K09866,5.083581373,Others
10468,K02456,5.09232745,Others
10469,K00518,5.095854082,Others
10470,K08744,5.09613621,Others
10471,K01091,5.09712367,Others
10472,K04691,5.09881646,Others
10473,K06943,5.102907362,Others
10474,K15583,5.12477253,Others
10475,K13589,5.1298509,Others
10476,K18459,5.130274086,Others
10477,K07279,5.13126155,Others
10478,K17257,5.15199819,Others
10479,K10843,5.15665336,Others
10480,K25098,5.163283448,Others
10481,K07508,5.164694097,Others
10482,K14061,5.168926065,Others
10483,K23265,5.19558747,Others
10484,K03976,5.200524768,Others
10485,K15724,5.20348715,Others
10486,K16669,5.20997616,Others
10487,K17064,5.21561878,Others
10488,K00760,5.21674731,Others
10489,K15268,5.22140248,Others
10490,K14727,5.258502727,Others
10491,K24040,5.264145354,Others
10492,K00166,5.2717629,Others
10493,K07023,5.27218609,Others
10494,K06946,5.308439956,Others
10495,K07346,5.30942741,Others
10496,K03942,5.313659388,ATP
10497,K08169,5.317891356,Others
10498,K00036,5.32649635,Carbon
10499,K00242,5.32931767,Carbon
10500,K13010,5.33693521,Others
10501,K16190,5.344270621,Carbon
10502,K09791,5.34455275,Others
10503,K03238,5.347091932,Others
10504,K06384,5.35329882,Others
10505,K11528,5.353722016,Others
10506,K06379,5.360775297,Others
10507,K18931,5.363596609,Others
10508,K07177,5.365007264,Others
10509,K01127,5.370226688,Others
10510,K18162,5.371637347,Others
10511,K00008,5.38165301,Carbon
